work_id,mp_id,state_name,constituency,district,block,village,sector,sub_sector,work_description,registered_latitude,registered_longitude,coordinates_provenance,recommendation_date,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_revision_count,implementing_agency_id,expected_start_date,actual_start_date,expected_completion_date,actual_completion_date,lifecycle_stage,current_status,current_physical_progress_pct,current_expenditure_inr,final_actual_expenditure_inr,source_type,synthetic_demo_data
W-003219,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 2,Demo Block 4,Demo Village 25,Roads,rural road,"Construction and improvement of rural road at Demo Village 25, Demo Block 4",19.231505,75.131947,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-15,5687000,5316000,5014000,2023-05-15,0,IA-S03-02-03,2023-07-17,2023-08-19,2024-10-12,2024-09-12,COMPLETION,COMPLETED,100.0,5274000,5274000,SYNTHETIC_V2,True
W-003220,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 2,Demo Block 5,Demo Village 32,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 32, Demo Block 5",20.341838,84.541045,SYNTHETIC_PROTOTYPE_COORDINATE,2023-04-26,6554000,6279000,,,0,IA-S04-02-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003221,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 2,Demo Block 1,Demo Village 39,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 39, Demo Block 1",26.45711,73.955096,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-07,871000,887000,,,0,IA-S05-02-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003222,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 2,Demo Block 2,Demo Village 5,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 5, Demo Block 2",10.965847,78.868776,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-18,8528000,9140000,9130000,2023-08-04,0,IA-S06-02-03,2023-09-09,2023-09-29,2024-08-08,,EXECUTION,ONGOING,92,9963000,,SYNTHETIC_V2,True
W-003223,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 3,Demo Block 3,Demo Village 12,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 12, Demo Block 3",15.17803,79.882076,SYNTHETIC_PROTOTYPE_COORDINATE,2023-05-29,6905000,6713000,6564000,2023-08-19,0,IA-S01-03-03,2023-10-23,2023-10-28,2026-12-30,,EXECUTION,ONGOING,65.5,4957000,,SYNTHETIC_V2,True
W-003224,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 3,Demo Block 4,Demo Village 19,Education,library building,"Construction and improvement of library building at Demo Village 19, Demo Block 4",15.191681,75.518382,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-09,2274000,2248000,2075000,2023-08-19,0,IA-S02-03-03,2023-09-13,2023-10-08,2027-02-18,,EXECUTION,ONGOING,80.5,1307000,,SYNTHETIC_V2,True
W-003225,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 3,Demo Block 5,Demo Village 26,Roads,rural road,"Construction and improvement of rural road at Demo Village 26, Demo Block 5",19.304349,74.832202,SYNTHETIC_PROTOTYPE_COORDINATE,2023-06-20,8150000,8212000,8191000,2023-09-03,0,IA-S03-03-03,2023-09-19,2023-10-25,2027-04-20,,EXECUTION,ONGOING,86.1,7014000,,SYNTHETIC_V2,True
W-003226,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 3,Demo Block 1,Demo Village 33,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 33, Demo Block 1",20.414811,84.242079,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-01,3990000,3996000,3970000,2023-09-25,0,IA-S04-03-03,2023-10-16,2023-10-19,2027-03-22,,EXECUTION,ONGOING,92,3749000,,SYNTHETIC_V2,True
W-003227,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 3,Demo Block 2,Demo Village 40,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 40, Demo Block 2",26.528254,73.654658,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-12,10828000,11375000,12021000,2023-09-29,0,IA-S05-03-03,2023-10-25,2023-10-31,2027-01-09,,EXECUTION,ONGOING,77.2,12347000,,SYNTHETIC_V2,True
W-003228,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 3,Demo Block 3,Demo Village 6,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 6, Demo Block 3",11.038724,78.567318,SYNTHETIC_PROTOTYPE_COORDINATE,2023-07-23,8735000,9335000,8630000,2023-09-23,0,IA-S06-03-03,2023-11-27,2023-11-23,2027-01-06,,EXECUTION,ONGOING,84.2,7897000,,SYNTHETIC_V2,True
W-003229,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 3,Demo Block 4,Demo Village 13,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 13, Demo Block 4",15.254789,79.578728,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-03,1636000,1610000,1714000,2023-10-01,0,IA-S01-03-03,2023-11-24,2023-11-27,2024-12-06,2024-12-20,COMPLETION,COMPLETED,100.0,1441000,1441000,SYNTHETIC_V2,True
W-003230,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 3,Demo Block 5,Demo Village 20,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 20, Demo Block 5",15.263251,75.590646,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-14,10230000,11118000,10851000,2023-09-14,0,IA-S02-03-03,2023-10-04,2023-11-11,2024-04-07,2024-02-23,COMPLETION,COMPLETED,100.0,9861000,9861000,SYNTHETIC_V2,True
W-003231,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 3,Demo Block 1,Demo Village 27,Education,school classroom,"Construction and improvement of school classroom at Demo Village 27, Demo Block 1",19.374246,74.903747,SYNTHETIC_PROTOTYPE_COORDINATE,2023-08-25,8131000,8114000,8059000,2023-09-28,0,IA-S03-03-03,2023-12-02,2024-01-11,2025-01-11,2025-06-04,COMPLETION,COMPLETED,100.0,7254000,7254000,SYNTHETIC_V2,True
W-003232,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 3,Demo Block 2,Demo Village 34,Roads,approach road,"Construction and improvement of approach road at Demo Village 34, Demo Block 2",20.48706,84.31767,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-05,8859000,9294000,9394000,2023-10-15,0,IA-S04-03-03,2023-12-11,2023-12-14,2025-03-19,2025-03-23,COMPLETION,COMPLETED,100.0,8874000,8874000,SYNTHETIC_V2,True
W-003233,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 3,Demo Block 3,Demo Village 41,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 41, Demo Block 3",26.602637,73.730499,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-16,10514000,10187000,9179000,2023-12-20,1,IA-S05-03-03,2024-01-28,2024-01-26,2025-01-30,2025-04-08,COMPLETION,COMPLETED,100.0,8616000,8616000,SYNTHETIC_V2,True
W-003234,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 3,Demo Block 4,Demo Village 7,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 7, Demo Block 4",11.114444,78.639146,SYNTHETIC_PROTOTYPE_COORDINATE,2023-09-27,7771000,7960000,8341000,2023-12-05,0,IA-S06-03-03,2023-12-20,2023-12-24,2024-10-15,2025-01-21,COMPLETION,COMPLETED,100.0,7907000,7907000,SYNTHETIC_V2,True
W-003235,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 3,Demo Block 5,Demo Village 14,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 14, Demo Block 5",15.326818,79.654636,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-08,8210000,8657000,9206000,2023-11-23,0,IA-S01-03-03,2024-01-24,2024-01-29,2024-10-03,2025-02-28,COMPLETION,COMPLETED,100.0,8735000,8735000,SYNTHETIC_V2,True
W-003236,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,Demo Block 1,Demo Village 21,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 21, Demo Block 1",15.336478,75.665891,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-19,1414000,1365000,1426000,2023-12-04,0,IA-S02-03-03,2024-01-17,2024-01-22,2024-07-12,2024-11-17,COMPLETION,COMPLETED,100.0,1185000,1185000,SYNTHETIC_V2,True
W-003237,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,Demo Block 2,Demo Village 28,Education,school classroom,"Construction and improvement of school classroom at Demo Village 28, Demo Block 2",19.446624,74.977132,SYNTHETIC_PROTOTYPE_COORDINATE,2023-10-30,4613000,4521000,4316000,2023-11-24,0,IA-S03-03-03,2024-01-28,2024-02-15,2024-07-16,2024-10-01,COMPLETION,COMPLETED,100.0,3912000,3912000,SYNTHETIC_V2,True
W-003238,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 3,Demo Block 3,Demo Village 35,Roads,approach road,"Construction and improvement of approach road at Demo Village 35, Demo Block 3",20.559537,84.39017,SYNTHETIC_PROTOTYPE_COORDINATE,2023-11-10,2284000,2192000,2307000,2023-12-21,0,IA-S04-03-03,2024-02-20,2024-02-15,2025-03-24,2025-06-04,COMPLETION,COMPLETED,100.0,2474000,2474000,SYNTHETIC_V2,True
W-003239,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,Demo Block 4,Demo Village 1,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 1, Demo Block 4",26.669228,73.802877,SYNTHETIC_PROTOTYPE_COORDINATE,2023-11-21,7807000,7749000,8068000,2024-01-15,0,IA-S05-03-03,2024-02-14,2024-03-22,2024-09-13,2024-09-08,COMPLETION,COMPLETED,100.0,7529000,7529000,SYNTHETIC_V2,True
W-003240,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 3,Demo Block 5,Demo Village 8,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 8, Demo Block 5",11.185669,78.709764,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-02,2901000,2933000,,,0,IA-S06-03-03,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003241,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 1,Demo Block 1,Demo Village 15,Health,diagnostic room,"Construction and improvement of diagnostic room at Demo Village 15, Demo Block 1",15.396866,79.721709,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-13,616000,668000,,,0,IA-S01-01-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003242,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,Demo Block 2,Demo Village 22,Drinking Water,borewell system,"Construction and improvement of borewell system at Demo Village 22, Demo Block 2",15.406785,75.733245,SYNTHETIC_PROTOTYPE_COORDINATE,2023-12-24,5702000,5465000,5340000,2024-02-09,0,IA-S02-01-01,2024-03-10,2024-04-09,2027-04-03,,EXECUTION,ONGOING,87.2,5534000,,SYNTHETIC_V2,True
W-003243,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 1,Demo Block 3,Demo Village 29,Education,school classroom,"Construction and improvement of school classroom at Demo Village 29, Demo Block 3",19.522103,75.046921,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-04,2855000,3028000,2750000,2024-03-02,0,IA-S03-01-01,2024-03-23,2024-04-24,2026-09-30,,EXECUTION,ONGOING,37.8,3136000,,SYNTHETIC_V2,True
W-003244,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 1,Demo Block 4,Demo Village 36,Roads,approach road,"Construction and improvement of approach road at Demo Village 36, Demo Block 4",20.63088,84.462203,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-15,8729000,9054000,8549000,2024-03-28,0,IA-S04-01-01,2024-05-24,2024-06-09,2026-12-09,,EXECUTION,ONGOING,92,9510000,,SYNTHETIC_V2,True
W-003245,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 1,Demo Block 5,Demo Village 2,Others,drainage improvement,"Construction and improvement of drainage improvement at Demo Village 2, Demo Block 5",26.743281,73.870693,SYNTHETIC_PROTOTYPE_COORDINATE,2024-01-26,5224000,5319000,5225000,2024-04-06,0,IA-S05-01-01,2024-05-18,2024-05-30,2027-02-17,,EXECUTION,ONGOING,75.9,3708000,,SYNTHETIC_V2,True
W-003246,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 1,Demo Block 1,Demo Village 9,Community Infrastructure,community hall,"Construction and improvement of community hall at Demo Village 9, Demo Block 1",11.256522,78.781061,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-06,2647000,2533000,2340000,2024-03-01,0,IA-S06-01-01,2024-04-11,2024-04-06,2026-10-03,,EXECUTION,ONGOING,67.6,1586000,,SYNTHETIC_V2,True
W-003247,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 1,Demo Block 2,Demo Village 16,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 16, Demo Block 2",15.467426,79.797845,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-17,5213000,5638000,5023000,2024-04-04,0,IA-S01-01-01,2024-05-15,2024-05-13,2025-09-16,,EXECUTION,ONGOING,72.2,4451000,,SYNTHETIC_V2,True
W-003248,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 1,Demo Block 3,Demo Village 23,Health,community clinic,"Construction and improvement of community clinic at Demo Village 23, Demo Block 3",15.129478,75.810998,SYNTHETIC_PROTOTYPE_COORDINATE,2024-02-28,3834000,3803000,3842000,2024-06-15,0,IA-S02-01-01,2024-07-02,2024-07-26,2026-10-10,,EXECUTION,ONGOING,81.4,2692000,,SYNTHETIC_V2,True
W-003249,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 1,Demo Block 4,Demo Village 30,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 30, Demo Block 4",19.244737,75.121155,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-10,5567000,5566000,5173000,2024-04-08,0,IA-S03-01-01,2024-04-29,2024-06-07,2025-01-02,2025-01-13,COMPLETION,COMPLETED,100.0,4813000,4813000,SYNTHETIC_V2,True
W-003250,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 1,Demo Block 5,Demo Village 37,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 37, Demo Block 5",20.357603,84.534797,SYNTHETIC_PROTOTYPE_COORDINATE,2024-03-21,4719000,5037000,5202000,2024-04-18,0,IA-S04-01-01,2024-06-12,2024-06-19,2025-10-14,2025-10-20,COMPLETION,COMPLETED,100.0,4955000,4955000,SYNTHETIC_V2,True
W-003251,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 1,Demo Block 1,Demo Village 3,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 3, Demo Block 1",26.470113,73.942194,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-01,6856000,6682000,6574000,2024-07-18,0,IA-S05-01-01,2024-08-17,2024-09-11,2025-11-14,2026-01-23,COMPLETION,COMPLETED,100.0,5916000,5916000,SYNTHETIC_V2,True
W-003252,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 1,Demo Block 2,Demo Village 10,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 10, Demo Block 2",10.982992,78.85518,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-12,2374000,2355000,2361000,2024-06-17,0,IA-S06-01-01,2024-08-08,2024-08-05,2025-04-14,2025-05-02,COMPLETION,COMPLETED,100.0,3131000,3131000,SYNTHETIC_V2,True
W-003253,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 1,Demo Block 3,Demo Village 17,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 17, Demo Block 3",15.189502,79.865699,SYNTHETIC_PROTOTYPE_COORDINATE,2024-04-23,10137000,9677000,9365000,2024-07-07,0,IA-S01-01-01,2024-07-26,2024-07-22,2025-02-08,2024-12-29,COMPLETION,COMPLETED,100.0,8785000,8785000,SYNTHETIC_V2,True
W-003254,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 1,Demo Block 4,Demo Village 24,Health,community clinic,"Construction and improvement of community clinic at Demo Village 24, Demo Block 4",15.20142,75.88283,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-04,6771000,7248000,6591000,2024-08-19,0,IA-S02-01-01,2024-10-23,2024-11-29,2025-04-29,2025-09-21,COMPLETION,COMPLETED,100.0,5977000,5977000,SYNTHETIC_V2,True
W-003255,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 1,Demo Block 5,Demo Village 31,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 31, Demo Block 5",19.313342,74.820906,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-15,8306000,8574000,7910000,2024-08-23,0,IA-S03-01-01,2024-09-09,2024-10-09,2025-02-10,2024-12-30,COMPLETION,COMPLETED,100.0,7799000,7799000,SYNTHETIC_V2,True
W-003256,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 1,Demo Block 1,Demo Village 38,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 38, Demo Block 1",20.42634,84.233815,SYNTHETIC_PROTOTYPE_COORDINATE,2024-05-26,1474000,1385000,1225000,2024-07-07,0,IA-S04-01-01,2024-08-27,2024-09-24,2025-04-15,2025-05-21,COMPLETION,COMPLETED,100.0,1619000,1619000,SYNTHETIC_V2,True
W-003257,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 1,Demo Block 2,Demo Village 4,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 4, Demo Block 2",26.541959,73.641974,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-06,9579000,9070000,8755000,2024-07-11,0,IA-S05-01-01,2024-08-28,2024-09-07,2025-02-24,2025-01-28,COMPLETION,COMPLETED,100.0,8030000,8030000,SYNTHETIC_V2,True
W-003258,MP-S06-03,Tamil Nadu,Tamil Nadu Demo Constituency 3,Tamil Nadu Demo District 1,Demo Block 3,Demo Village 11,Others,solar street lighting,"Construction and improvement of solar street lighting at Demo Village 11, Demo Block 3",11.053584,78.557896,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-17,11254000,11659000,11147000,2024-07-17,0,IA-S06-01-01,2024-08-26,2024-08-27,2025-05-15,2025-08-27,COMPLETION,COMPLETED,100.0,9792000,9792000,SYNTHETIC_V2,True
W-003259,MP-S01-01,Andhra Pradesh,Andhra Pradesh Demo Constituency 1,Andhra Pradesh Demo District 2,Demo Block 4,Demo Village 18,Community Infrastructure,public shelter,"Construction and improvement of public shelter at Demo Village 18, Demo Block 4",15.262257,79.567036,SYNTHETIC_PROTOTYPE_COORDINATE,2024-06-28,9717000,9996000,9091000,2024-07-26,1,IA-S01-02-01,2024-08-30,2024-09-06,2025-07-01,2025-07-06,COMPLETION,COMPLETED,100.0,7602000,7602000,SYNTHETIC_V2,True
W-003260,MP-S02-01,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 2,Demo Block 5,Demo Village 25,Health,community clinic,"Construction and improvement of community clinic at Demo Village 25, Demo Block 5",15.277828,75.579828,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-09,3335000,3531000,,,0,IA-S02-02-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003261,MP-S03-01,Maharashtra,Maharashtra Demo Constituency 1,Maharashtra Demo District 2,Demo Block 1,Demo Village 32,Drinking Water,drinking water pipeline,"Construction and improvement of drinking water pipeline at Demo Village 32, Demo Block 1",19.386894,74.891281,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-20,9835000,10188000,,,0,IA-S03-02-01,,,,,PRE_SANCTION,RECOMMENDED,0.0,0,,SYNTHETIC_V2,True
W-003262,MP-S04-01,Odisha,Odisha Demo Constituency 1,Odisha Demo District 2,Demo Block 2,Demo Village 39,Education,college laboratory,"Construction and improvement of college laboratory at Demo Village 39, Demo Block 2",20.502532,84.301,SYNTHETIC_PROTOTYPE_COORDINATE,2024-07-31,1449000,1459000,1399000,2024-10-01,0,IA-S04-02-01,2024-10-31,2024-12-08,2027-01-25,,EXECUTION,ONGOING,75.6,1278000,,SYNTHETIC_V2,True
W-003263,MP-S05-01,Rajasthan,Rajasthan Demo Constituency 1,Rajasthan Demo District 2,Demo Block 3,Demo Village 5,Roads,culvert improvement,"Construction and improvement of culvert improvement at Demo Village 5, Demo Block 3",26.612209,73.713263,SYNTHETIC_PROTOTYPE_COORDINATE,2024-08-11,3571000,3771000,3536000,2024-10-08,0,IA-S05-02-01,2024-11-07,2024-12-14,2026-01-02,,EXECUTION,ONGOING,90.7,2844000,,SYNTHETIC_V2,True
W-003264,MP-S06-01,Tamil Nadu,Tamil Nadu Demo Constituency 1,Tamil Nadu Demo District 2,Demo Block 4,Demo Village 12,Roads,rural road,"Construction and improvement of rural road at Demo Village 12, Demo Block 4",11.121626,78.625544,SYNTHETIC_PROTOTYPE_COORDINATE,2024-08-22,5787000,6260000,6183000,2024-11-13,0,IA-S06-02-01,2024-12-16,2024-12-29,2027-03-13,,EXECUTION,ONGOING,92,5468000,,SYNTHETIC_V2,True
W-003265,MP-S01-02,Andhra Pradesh,Andhra Pradesh Demo Constituency 2,Andhra Pradesh Demo District 2,Demo Block 5,Demo Village 19,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 19, Demo Block 5",15.333443,79.639026,SYNTHETIC_PROTOTYPE_COORDINATE,2024-09-02,4317000,4431000,4732000,2024-11-12,0,IA-S01-02-01,2024-12-17,2024-12-14,2026-04-12,,EXECUTION,ONGOING,92,4858000,,SYNTHETIC_V2,True
W-003266,MP-S02-02,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,Demo Block 1,Demo Village 26,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 26, Demo Block 1",15.345632,75.652312,SYNTHETIC_PROTOTYPE_COORDINATE,2024-09-13,5747000,5662000,5322000,2024-11-08,0,IA-S02-02-01,2024-12-06,2024-12-09,2025-12-20,,EXECUTION,ONGOING,92,4945000,,SYNTHETIC_V2,True
W-003267,MP-S03-02,Maharashtra,Maharashtra Demo Constituency 2,Maharashtra Demo District 2,Demo Block 2,Demo Village 33,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 33, Demo Block 2",19.462662,74.962551,SYNTHETIC_PROTOTYPE_COORDINATE,2024-09-24,5412000,5631000,5139000,2024-11-07,1,IA-S03-02-01,2024-11-30,2025-01-03,2026-11-22,,EXECUTION,ONGOING,91.0,4465000,,SYNTHETIC_V2,True
W-003268,MP-S04-02,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,Demo Block 3,Demo Village 40,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 40, Demo Block 3",20.572405,84.375879,SYNTHETIC_PROTOTYPE_COORDINATE,2024-10-05,8320000,8564000,8777000,2024-12-31,0,IA-S04-02-01,2025-01-22,2025-02-27,2027-03-07,,EXECUTION,ONGOING,86.4,9879000,,SYNTHETIC_V2,True
W-003269,MP-S05-02,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,Demo Block 4,Demo Village 6,Education,library building,"Construction and improvement of library building at Demo Village 6, Demo Block 4",26.683729,73.789049,SYNTHETIC_PROTOTYPE_COORDINATE,2024-10-16,7121000,6608000,5897000,2024-12-12,1,IA-S05-02-01,2025-01-02,2025-01-11,2025-07-01,2025-11-06,COMPLETION,COMPLETED,100.0,6723000,6723000,SYNTHETIC_V2,True
W-003270,MP-S06-02,Tamil Nadu,Tamil Nadu Demo Constituency 2,Tamil Nadu Demo District 2,Demo Block 5,Demo Village 13,Roads,rural road,"Construction and improvement of rural road at Demo Village 13, Demo Block 5",11.195457,78.701397,SYNTHETIC_PROTOTYPE_COORDINATE,2024-10-27,3755000,3899000,3474000,2025-02-13,0,IA-S06-02-01,2025-04-19,2025-05-11,2026-08-03,2026-08-21,COMPLETION,COMPLETED,100.0,3674000,3674000,SYNTHETIC_V2,True
W-003271,MP-S01-03,Andhra Pradesh,Andhra Pradesh Demo Constituency 3,Andhra Pradesh Demo District 2,Demo Block 1,Demo Village 20,Others,public sanitation block,"Construction and improvement of public sanitation block at Demo Village 20, Demo Block 1",15.408298,79.709462,SYNTHETIC_PROTOTYPE_COORDINATE,2024-11-07,7090000,7370000,7504000,2025-02-20,0,IA-S01-02-01,2025-04-07,2025-04-29,2025-11-01,2026-03-15,COMPLETION,COMPLETED,100.0,9946000,9946000,SYNTHETIC_V2,True
W-003272,MP-S02-03,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 2,Demo Block 2,Demo Village 27,Community Infrastructure,sports facility,"Construction and improvement of sports facility at Demo Village 27, Demo Block 2",15.417629,75.722962,SYNTHETIC_PROTOTYPE_COORDINATE,2024-11-18,9948000,9464000,8914000,2025-02-10,0,IA-S02-02-01,2025-03-20,2025-04-29,2025-09-29,2025-11-21,COMPLETION,COMPLETED,100.0,8028000,8028000,SYNTHETIC_V2,True
W-003273,MP-S03-03,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 2,Demo Block 3,Demo Village 34,Health,primary health centre,"Construction and improvement of primary health centre at Demo Village 34, Demo Block 3",19.534303,75.033463,SYNTHETIC_PROTOTYPE_COORDINATE,2024-11-29,4727000,4707000,4958000,2025-02-25,1,IA-S03-02-01,2025-03-27,2025-04-08,2025-12-13,2026-05-09,COMPLETION,COMPLETED,100.0,4565000,4565000,SYNTHETIC_V2,True
W-003274,MP-S04-03,Odisha,Odisha Demo Constituency 3,Odisha Demo District 2,Demo Block 4,Demo Village 41,Drinking Water,community water tank,"Construction and improvement of community water tank at Demo Village 41, Demo Block 4",20.646417,84.4488,SYNTHETIC_PROTOTYPE_COORDINATE,2024-12-10,10430000,10912000,10654000,2025-01-11,0,IA-S04-02-01,2025-02-01,2025-02-20,2026-04-18,2026-04-01,COMPLETION,COMPLETED,100.0,9273000,9273000,SYNTHETIC_V2,True
W-003275,MP-S05-03,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 2,Demo Block 5,Demo Village 7,Education,library building,"Construction and improvement of library building at Demo Village 7, Demo Block 5",26.755586,73.8622,SYNTHETIC_PROTOTYPE_COORDINATE,2024-12-21,9616000,9019000,8213000,2025-01-10,0,IA-S05-02-01,2025-03-05,2025-04-12,2025-10-05,2026-01-27,COMPLETION,COMPLETED,100.0,8011000,8011000,SYNTHETIC_V2,True
