work_id,completion_date,completion_marked_date,final_expenditure_inr,utilization_certificate_status,utilization_certificate_date,asset_id,asset_type,user_agency,asset_register_entry,handover_date,public_use_date,audit_status,audit_date,audit_observation_category,compliance_status,maintenance_agency,completion_photo_reference,source_type,synthetic_marker
W-001692,2026-08-31,2026-09-05,2468000,Submitted,2026-10-05,ASSET-W-001692,Health Sub-Centre,Demo Village 31 Demo User Agency,Yes,2026-09-18,2026-09-14,Completed,2027-02-09,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001692/completion,SYNTHETIC_PROTOTYPE,True
W-001693,2026-08-31,2026-09-10,715000,Submitted,2026-10-13,ASSET-W-001693,Open Gym,Demo Village 14 Demo User Agency,Yes,2026-09-10,2026-09-19,Pending,,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001693/completion,SYNTHETIC_PROTOTYPE,True
W-001695,2026-08-31,2026-09-09,1594000,Submitted,2026-09-12,ASSET-W-001695,Open Gym,Demo Village 3 Demo User Agency,Yes,2026-09-19,2026-09-10,Pending,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001695/completion,SYNTHETIC_PROTOTYPE,True
W-001697,2026-08-31,2026-09-05,3241000,Submitted,2026-09-16,ASSET-W-001697,Bus Shelter,Demo Village 7 Demo User Agency,Yes,2026-09-04,2026-09-14,Not Due,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001697/completion,SYNTHETIC_PROTOTYPE,True
W-001698,2026-08-31,2026-08-31,1268000,Submitted,2026-10-01,ASSET-W-001698,Ambulance Shelter,Demo Village 3 Demo User Agency,Yes,2026-09-17,2026-09-08,Pending,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001698/completion,SYNTHETIC_PROTOTYPE,True
W-001700,2026-08-31,2026-09-09,1654000,Submitted,2026-10-01,ASSET-W-001700,Digital Classroom,Demo Village 21 Demo User Agency,Yes,2026-09-18,2026-09-27,Pending,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001700/completion,SYNTHETIC_PROTOTYPE,True
W-001701,2026-08-31,2026-09-05,3416000,Submitted,2026-09-22,ASSET-W-001701,Solar Community Lighting,Demo Village 30 Demo User Agency,Yes,2026-09-09,2026-09-07,Not Due,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001701/completion,SYNTHETIC_PROTOTYPE,True
W-001702,2026-08-31,2026-09-09,2947000,Submitted,2026-10-12,ASSET-W-001702,Rural Road,Demo Village 32 Demo User Agency,Yes,2026-09-18,2026-09-02,Completed,2026-10-22,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-001702/completion,SYNTHETIC_PROTOTYPE,True
W-001703,2026-08-31,2026-09-08,1199000,Submitted,2026-10-15,ASSET-W-001703,Borewell,Demo Village 3 Demo User Agency,Yes,2026-09-17,2026-09-22,Pending,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001703/completion,SYNTHETIC_PROTOTYPE,True
W-001704,2026-08-31,2026-09-01,1904000,Submitted,2026-10-14,ASSET-W-001704,Borewell,Demo Village 31 Demo User Agency,Yes,2026-09-20,2026-09-28,Not Due,,None recorded,Compliant,Demo Village 31 Demo Local Body,demo://photos/W-001704/completion,SYNTHETIC_PROTOTYPE,True
W-001705,2026-08-31,2026-09-05,972000,Submitted,2026-10-01,ASSET-W-001705,Sports Equipment Facility,Demo Village 3 Demo User Agency,Yes,2026-09-12,2026-09-25,Completed,2026-10-27,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001705/completion,SYNTHETIC_PROTOTYPE,True
W-001706,2026-08-31,2026-09-02,3067000,Submitted,2026-09-27,ASSET-W-001706,School Toilet,Demo Village 13 Demo User Agency,Yes,2026-09-10,2026-09-23,Completed,2027-01-01,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001706/completion,SYNTHETIC_PROTOTYPE,True
W-001708,2026-08-31,2026-09-10,2358000,Submitted,2026-09-15,ASSET-W-001708,School Classroom,Demo Village 27 Demo User Agency,Yes,2026-09-13,2026-09-19,Completed,2026-10-15,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001708/completion,SYNTHETIC_PROTOTYPE,True
W-001710,2026-08-31,2026-09-08,2018000,Submitted,2026-09-17,ASSET-W-001710,Library Room,Demo Village 13 Demo User Agency,Yes,2026-09-15,2026-09-15,Completed,2026-10-28,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001710/completion,SYNTHETIC_PROTOTYPE,True
W-001711,2026-08-31,2026-09-07,2705000,Submitted,2026-10-10,ASSET-W-001711,Indoor Sports Hall,Demo Village 2 Demo User Agency,Yes,2026-09-07,2026-09-07,Completed,2026-12-30,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-001711/completion,SYNTHETIC_PROTOTYPE,True
W-001713,2026-08-31,2026-09-01,1611000,Submitted,2026-09-25,ASSET-W-001713,Community Sanitation,Demo Village 27 Demo User Agency,Yes,2026-09-16,2026-09-27,Completed,2027-02-22,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001713/completion,SYNTHETIC_PROTOTYPE,True
W-001715,2026-08-31,2026-09-05,2331000,Submitted,2026-10-13,ASSET-W-001715,Public Health Facility,Demo Village 7 Demo User Agency,Yes,2026-09-09,2026-09-24,Pending,,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001715/completion,SYNTHETIC_PROTOTYPE,True
W-001718,2026-08-31,2026-09-07,2070000,Submitted,2026-10-10,ASSET-W-001718,Water Tank,Demo Village 20 Demo User Agency,Yes,2026-09-18,2026-09-09,Pending,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001718/completion,SYNTHETIC_PROTOTYPE,True
W-001719,2026-08-31,2026-09-03,3177000,Submitted,2026-09-25,ASSET-W-001719,Public Health Facility,Demo Village 7 Demo User Agency,Yes,2026-09-07,2026-09-08,Completed,2026-11-18,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001719/completion,SYNTHETIC_PROTOTYPE,True
W-001721,2026-08-31,2026-09-07,1529000,Submitted,2026-09-17,ASSET-W-001721,Solid Waste Shed,Demo Village 16 Demo User Agency,Yes,2026-09-10,2026-09-06,Completed,2026-12-11,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001721/completion,SYNTHETIC_PROTOTYPE,True
W-001722,2026-08-31,2026-09-03,1340000,Submitted,2026-09-16,ASSET-W-001722,Open Gym,Demo Village 15 Demo User Agency,Yes,2026-09-03,2026-09-02,Completed,2026-11-06,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-001722/completion,SYNTHETIC_PROTOTYPE,True
W-001723,2026-08-31,2026-09-02,908000,Submitted,2026-10-07,ASSET-W-001723,Solid Waste Shed,Demo Village 33 Demo User Agency,Yes,2026-09-07,2026-09-15,Completed,2026-12-28,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001723/completion,SYNTHETIC_PROTOTYPE,True
W-001725,2026-08-31,2026-09-02,3035000,Submitted,2026-09-16,ASSET-W-001725,Health Sub-Centre,Demo Village 8 Demo User Agency,Yes,2026-09-17,2026-09-29,Completed,2026-11-22,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001725/completion,SYNTHETIC_PROTOTYPE,True
W-001726,2026-08-31,2026-09-10,1086000,Submitted,2026-10-12,ASSET-W-001726,Public Toilet,Demo Village 14 Demo User Agency,Yes,2026-09-01,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001726/completion,SYNTHETIC_PROTOTYPE,True
W-001727,2026-08-31,2026-08-31,2784000,Submitted,2026-10-12,ASSET-W-001727,Public Health Facility,Demo Village 14 Demo User Agency,Yes,2026-09-07,2026-09-18,Completed,2027-02-11,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001727/completion,SYNTHETIC_PROTOTYPE,True
W-001728,2026-08-31,2026-09-08,1866000,Submitted,2026-09-23,ASSET-W-001728,CC Road,Demo Village 23 Demo User Agency,Yes,2026-09-08,2026-09-06,Pending,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001728/completion,SYNTHETIC_PROTOTYPE,True
W-001729,2026-08-31,2026-09-06,2956000,Submitted,2026-09-07,ASSET-W-001729,Indoor Sports Hall,Demo Village 10 Demo User Agency,Yes,2026-09-11,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001729/completion,SYNTHETIC_PROTOTYPE,True
W-001731,2026-08-31,2026-09-06,1676000,Submitted,2026-09-29,ASSET-W-001731,Solar Community Lighting,Demo Village 19 Demo User Agency,Yes,2026-09-12,2026-09-16,Pending,,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-001731/completion,SYNTHETIC_PROTOTYPE,True
W-001733,2026-08-31,2026-09-01,3433000,Submitted,2026-09-08,ASSET-W-001733,RO Water Plant,Demo Village 17 Demo User Agency,Yes,2026-09-02,2026-09-10,Not Due,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001733/completion,SYNTHETIC_PROTOTYPE,True
W-001737,2026-08-31,2026-09-02,2282000,Submitted,2026-09-17,ASSET-W-001737,Indoor Sports Hall,Demo Village 24 Demo User Agency,Yes,2026-09-03,2026-09-25,Completed,2027-01-26,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-001737/completion,SYNTHETIC_PROTOTYPE,True
W-001739,2026-08-31,2026-09-01,1955000,Submitted,2026-10-08,ASSET-W-001739,Ambulance Shelter,Demo Village 12 Demo User Agency,Yes,2026-09-18,2026-09-22,Pending,,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001739/completion,SYNTHETIC_PROTOTYPE,True
W-001741,2026-08-31,2026-08-31,1166000,Submitted,2026-10-07,ASSET-W-001741,RO Water Plant,Demo Village 30 Demo User Agency,Yes,2026-09-14,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001741/completion,SYNTHETIC_PROTOTYPE,True
W-001745,2026-08-31,2026-09-04,2492000,Submitted,2026-09-09,ASSET-W-001745,School Classroom,Demo Village 26 Demo User Agency,Yes,2026-09-07,2026-09-03,Completed,2026-11-18,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-001745/completion,SYNTHETIC_PROTOTYPE,True
W-001746,2026-08-31,2026-09-04,2135000,Submitted,2026-09-06,ASSET-W-001746,CC Road,Demo Village 33 Demo User Agency,Yes,2026-09-19,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001746/completion,SYNTHETIC_PROTOTYPE,True
W-001751,2026-08-31,2026-09-04,580000,Submitted,2026-09-11,ASSET-W-001751,Water Tank,Demo Village 21 Demo User Agency,Yes,2026-09-15,2026-09-26,Not Due,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001751/completion,SYNTHETIC_PROTOTYPE,True
W-001752,2026-08-31,2026-09-10,1325000,Submitted,2026-09-24,ASSET-W-001752,Anganwadi Building,Demo Village 1 Demo User Agency,Yes,2026-09-02,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001752/completion,SYNTHETIC_PROTOTYPE,True
W-001753,2026-08-31,2026-09-01,879000,Submitted,2026-10-14,ASSET-W-001753,School Classroom,Demo Village 1 Demo User Agency,Yes,2026-09-18,2026-09-14,Pending,,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001753/completion,SYNTHETIC_PROTOTYPE,True
W-001754,2026-08-31,2026-09-03,1284000,Submitted,2026-09-20,ASSET-W-001754,School Toilet,Demo Village 23 Demo User Agency,Yes,2026-09-04,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001754/completion,SYNTHETIC_PROTOTYPE,True
W-001756,2026-08-31,2026-09-02,1590000,Submitted,2026-09-09,ASSET-W-001756,Library Room,Demo Village 14 Demo User Agency,Yes,2026-09-03,2026-09-29,Pending,,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001756/completion,SYNTHETIC_PROTOTYPE,True
W-001757,2026-08-31,2026-09-08,960000,Submitted,2026-09-27,ASSET-W-001757,Digital Classroom,Demo Village 4 Demo User Agency,Yes,2026-09-06,2026-09-11,Pending,,None recorded,Compliant,Demo Village 4 Demo Local Body,demo://photos/W-001757/completion,SYNTHETIC_PROTOTYPE,True
W-001759,2026-08-31,2026-09-09,4573000,Submitted,2026-09-07,ASSET-W-001759,Health Sub-Centre,Demo Village 10 Demo User Agency,Yes,2026-09-11,2026-09-10,Completed,2026-10-23,None recorded,Compliant,Demo Village 10 Demo Local Body,demo://photos/W-001759/completion,SYNTHETIC_PROTOTYPE,True
W-001760,2026-08-31,2026-09-08,4529000,Submitted,2026-10-09,ASSET-W-001760,Public Health Facility,Demo Village 20 Demo User Agency,Yes,2026-09-14,2026-09-13,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001760/completion,SYNTHETIC_PROTOTYPE,True
W-001761,2026-08-31,2026-09-10,2223000,Submitted,2026-09-23,ASSET-W-001761,Indoor Sports Hall,Demo Village 9 Demo User Agency,Yes,2026-09-19,2026-09-25,Not Due,,None recorded,Compliant,Demo Village 9 Demo Local Body,demo://photos/W-001761/completion,SYNTHETIC_PROTOTYPE,True
W-001762,2026-08-31,2026-09-09,1286000,Submitted,2026-09-22,ASSET-W-001762,Pipeline Extension,Demo Village 12 Demo User Agency,Yes,2026-09-08,2026-09-10,Completed,2026-11-15,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001762/completion,SYNTHETIC_PROTOTYPE,True
W-001765,2026-08-31,2026-09-09,1858000,Submitted,2026-10-08,ASSET-W-001765,RO Water Plant,Demo Village 34 Demo User Agency,Yes,2026-09-07,2026-09-05,Completed,2026-10-21,None recorded,Compliant,Demo Village 34 Demo Local Body,demo://photos/W-001765/completion,SYNTHETIC_PROTOTYPE,True
W-001767,2026-08-31,2026-09-10,1961000,Submitted,2026-09-20,ASSET-W-001767,Sports Equipment Facility,Demo Village 6 Demo User Agency,Yes,2026-09-01,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001767/completion,SYNTHETIC_PROTOTYPE,True
W-001768,2026-08-31,2026-09-05,816000,Submitted,2026-10-06,ASSET-W-001768,Borewell,Demo Village 16 Demo User Agency,Yes,2026-09-08,2026-09-26,Completed,2026-11-20,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001768/completion,SYNTHETIC_PROTOTYPE,True
W-001769,2026-08-31,2026-09-05,2657000,Submitted,2026-10-15,ASSET-W-001769,Drainage,Demo Village 16 Demo User Agency,Yes,2026-09-18,2026-09-10,Completed,2026-11-21,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001769/completion,SYNTHETIC_PROTOTYPE,True
W-001770,2026-08-31,2026-09-07,2889000,Submitted,2026-10-02,ASSET-W-001770,Pipeline Extension,Demo Village 23 Demo User Agency,Yes,2026-09-11,2026-09-09,Not Due,,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001770/completion,SYNTHETIC_PROTOTYPE,True
W-001771,2026-08-31,2026-09-10,974000,Submitted,2026-10-15,ASSET-W-001771,Public Toilet,Demo Village 23 Demo User Agency,Yes,2026-09-01,2026-09-19,Completed,2027-01-01,None recorded,Compliant,Demo Village 23 Demo Local Body,demo://photos/W-001771/completion,SYNTHETIC_PROTOTYPE,True
W-001772,2026-08-31,2026-09-02,3342000,Submitted,2026-09-24,ASSET-W-001772,School Classroom,Demo Village 12 Demo User Agency,Yes,2026-09-03,2026-09-16,Not Due,,None recorded,Compliant,Demo Village 12 Demo Local Body,demo://photos/W-001772/completion,SYNTHETIC_PROTOTYPE,True
W-001773,2026-08-31,2026-09-01,959000,Submitted,2026-10-06,ASSET-W-001773,Solar Public Facility,Demo Village 29 Demo User Agency,Yes,2026-09-09,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-001773/completion,SYNTHETIC_PROTOTYPE,True
W-001774,2026-08-31,2026-08-31,2225000,Submitted,2026-09-20,ASSET-W-001774,RO Water Plant,Demo Village 35 Demo User Agency,Yes,2026-09-09,2026-09-15,Completed,2026-11-05,None recorded,Compliant,Demo Village 35 Demo Local Body,demo://photos/W-001774/completion,SYNTHETIC_PROTOTYPE,True
W-001775,2026-08-31,2026-08-31,2771000,Submitted,2026-10-05,ASSET-W-001775,Community Hall,Demo Village 8 Demo User Agency,Yes,2026-09-19,2026-09-12,Completed,2026-11-05,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001775/completion,SYNTHETIC_PROTOTYPE,True
W-001776,2026-08-31,2026-09-09,1339000,Submitted,2026-10-03,ASSET-W-001776,Solar Community Lighting,Demo Village 20 Demo User Agency,Yes,2026-09-19,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001776/completion,SYNTHETIC_PROTOTYPE,True
W-001777,2026-08-31,2026-09-03,2875000,Submitted,2026-10-08,ASSET-W-001777,School Toilet,Demo Village 18 Demo User Agency,Yes,2026-09-11,2026-09-11,Not Due,,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-001777/completion,SYNTHETIC_PROTOTYPE,True
W-001778,2026-08-31,2026-09-02,1155000,Submitted,2026-09-20,ASSET-W-001778,Health Sub-Centre,Demo Village 16 Demo User Agency,Yes,2026-09-03,2026-09-12,Not Due,,None recorded,Compliant,Demo Village 16 Demo Local Body,demo://photos/W-001778/completion,SYNTHETIC_PROTOTYPE,True
W-001779,2026-08-31,2026-09-03,3886000,Submitted,2026-09-21,ASSET-W-001779,Rural Road,Demo Village 15 Demo User Agency,Yes,2026-09-10,2026-09-21,Completed,2027-01-22,None recorded,Compliant,Demo Village 15 Demo Local Body,demo://photos/W-001779/completion,SYNTHETIC_PROTOTYPE,True
W-001780,2026-08-31,2026-09-08,942000,Submitted,2026-09-30,ASSET-W-001780,Solar Public Facility,Demo Village 24 Demo User Agency,Yes,2026-09-18,2026-09-06,Pending,,None recorded,Compliant,Demo Village 24 Demo Local Body,demo://photos/W-001780/completion,SYNTHETIC_PROTOTYPE,True
W-001781,2026-08-31,2026-09-10,1119000,Submitted,2026-09-09,ASSET-W-001781,Water Tank,Demo Village 22 Demo User Agency,Yes,2026-09-17,2026-09-26,Not Due,,None recorded,Compliant,Demo Village 22 Demo Local Body,demo://photos/W-001781/completion,SYNTHETIC_PROTOTYPE,True
W-001783,2026-08-31,2026-09-09,2280000,Submitted,2026-10-12,ASSET-W-001783,Playground Development,Demo Village 8 Demo User Agency,Yes,2026-09-16,2026-09-20,Not Due,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001783/completion,SYNTHETIC_PROTOTYPE,True
W-001784,2026-08-31,2026-09-04,2900000,Submitted,2026-10-04,ASSET-W-001784,Indoor Sports Hall,Demo Village 29 Demo User Agency,Yes,2026-09-10,2026-09-15,Pending,,None recorded,Compliant,Demo Village 29 Demo Local Body,demo://photos/W-001784/completion,SYNTHETIC_PROTOTYPE,True
W-001785,2026-08-31,2026-09-04,1885000,Submitted,2026-09-27,ASSET-W-001785,Water Tank,Demo Village 20 Demo User Agency,Yes,2026-09-05,2026-09-04,Pending,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001785/completion,SYNTHETIC_PROTOTYPE,True
W-001788,2026-08-31,2026-09-02,636000,Submitted,2026-10-09,ASSET-W-001788,Solar Community Lighting,Demo Village 26 Demo User Agency,Yes,2026-09-10,2026-09-29,Not Due,,None recorded,Compliant,Demo Village 26 Demo Local Body,demo://photos/W-001788/completion,SYNTHETIC_PROTOTYPE,True
W-001789,2026-08-31,2026-09-04,1072000,Submitted,2026-10-09,ASSET-W-001789,Community Sanitation,Demo Village 33 Demo User Agency,Yes,2026-09-14,2026-09-09,Pending,,None recorded,Compliant,Demo Village 33 Demo Local Body,demo://photos/W-001789/completion,SYNTHETIC_PROTOTYPE,True
W-001790,2026-08-31,2026-09-07,1090000,Submitted,2026-09-12,ASSET-W-001790,Solid Waste Shed,Demo Village 14 Demo User Agency,Yes,2026-09-09,2026-09-11,Completed,2026-11-18,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001790/completion,SYNTHETIC_PROTOTYPE,True
W-001794,2026-08-31,2026-09-08,2262000,Submitted,2026-09-09,ASSET-W-001794,Public Toilet,Demo Village 2 Demo User Agency,Yes,2026-09-07,2026-09-18,Completed,2026-11-30,None recorded,Compliant,Demo Village 2 Demo Local Body,demo://photos/W-001794/completion,SYNTHETIC_PROTOTYPE,True
W-001796,2026-08-31,2026-09-06,891000,Submitted,2026-09-08,ASSET-W-001796,Sports Equipment Facility,Demo Village 17 Demo User Agency,Yes,2026-09-10,2026-09-12,Pending,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001796/completion,SYNTHETIC_PROTOTYPE,True
W-001797,2026-08-31,2026-09-03,2470000,Submitted,2026-10-09,ASSET-W-001797,Library Room,Demo Village 11 Demo User Agency,Yes,2026-09-03,2026-09-12,Pending,,None recorded,Compliant,Demo Village 11 Demo Local Body,demo://photos/W-001797/completion,SYNTHETIC_PROTOTYPE,True
W-001799,2026-08-31,2026-09-10,1030000,Submitted,2026-10-10,ASSET-W-001799,Solar Street Lights,Demo Village 30 Demo User Agency,Yes,2026-09-04,2026-09-25,Not Due,,None recorded,Compliant,Demo Village 30 Demo Local Body,demo://photos/W-001799/completion,SYNTHETIC_PROTOTYPE,True
W-001800,2026-08-31,2026-09-07,811000,Submitted,2026-10-15,ASSET-W-001800,Solar Community Lighting,Demo Village 17 Demo User Agency,Yes,2026-09-06,2026-09-15,Pending,,None recorded,Compliant,Demo Village 17 Demo Local Body,demo://photos/W-001800/completion,SYNTHETIC_PROTOTYPE,True
W-001801,2026-08-31,2026-09-03,1358000,Submitted,2026-10-09,ASSET-W-001801,Bus Shelter,Demo Village 13 Demo User Agency,Yes,2026-09-03,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001801/completion,SYNTHETIC_PROTOTYPE,True
W-001803,2026-08-31,2026-09-02,1529000,Submitted,2026-09-25,ASSET-W-001803,Solar Community Lighting,Demo Village 3 Demo User Agency,Yes,2026-09-07,2026-09-01,Pending,,None recorded,Compliant,Demo Village 3 Demo Local Body,demo://photos/W-001803/completion,SYNTHETIC_PROTOTYPE,True
W-001804,2026-08-31,2026-09-03,604000,Submitted,2026-09-11,ASSET-W-001804,Sports Equipment Facility,Demo Village 32 Demo User Agency,Yes,2026-09-08,2026-09-14,Completed,2027-02-20,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-001804/completion,SYNTHETIC_PROTOTYPE,True
W-001808,2026-08-31,2026-09-02,2141000,Submitted,2026-10-10,ASSET-W-001808,Pipeline Extension,Demo Village 21 Demo User Agency,Yes,2026-09-07,2026-09-05,Pending,,None recorded,Compliant,Demo Village 21 Demo Local Body,demo://photos/W-001808/completion,SYNTHETIC_PROTOTYPE,True
W-001809,2026-08-31,2026-09-03,2131000,Submitted,2026-09-09,ASSET-W-001809,Water Tank,Demo Village 6 Demo User Agency,Yes,2026-09-15,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001809/completion,SYNTHETIC_PROTOTYPE,True
W-001812,2026-08-31,2026-09-04,1104000,Submitted,2026-10-09,ASSET-W-001812,Health Sub-Centre,Demo Village 1 Demo User Agency,Yes,2026-09-07,2026-09-19,Completed,2026-12-14,None recorded,Compliant,Demo Village 1 Demo Local Body,demo://photos/W-001812/completion,SYNTHETIC_PROTOTYPE,True
W-001813,2026-08-31,2026-09-01,839000,Submitted,2026-10-03,ASSET-W-001813,Digital Classroom,Demo Village 6 Demo User Agency,Yes,2026-09-01,2026-09-15,Not Due,,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001813/completion,SYNTHETIC_PROTOTYPE,True
W-001814,2026-08-31,2026-09-08,2727000,Submitted,2026-09-12,ASSET-W-001814,Community Hall,Demo Village 8 Demo User Agency,Yes,2026-09-01,2026-09-04,Not Due,,None recorded,Compliant,Demo Village 8 Demo Local Body,demo://photos/W-001814/completion,SYNTHETIC_PROTOTYPE,True
W-001815,2026-08-31,2026-09-10,1810000,Submitted,2026-09-05,ASSET-W-001815,Pipeline Extension,Demo Village 19 Demo User Agency,Yes,2026-09-08,2026-09-29,Completed,2026-11-24,None recorded,Compliant,Demo Village 19 Demo Local Body,demo://photos/W-001815/completion,SYNTHETIC_PROTOTYPE,True
W-001816,2026-08-31,2026-09-02,992000,Submitted,2026-10-06,ASSET-W-001816,Indoor Sports Hall,Demo Village 32 Demo User Agency,Yes,2026-09-05,2026-09-24,Not Due,,None recorded,Compliant,Demo Village 32 Demo Local Body,demo://photos/W-001816/completion,SYNTHETIC_PROTOTYPE,True
W-001817,2026-08-31,2026-09-06,1777000,Submitted,2026-09-20,ASSET-W-001817,RO Water Plant,Demo Village 20 Demo User Agency,Yes,2026-09-11,2026-09-10,Not Due,,None recorded,Compliant,Demo Village 20 Demo Local Body,demo://photos/W-001817/completion,SYNTHETIC_PROTOTYPE,True
W-001818,2026-08-31,2026-08-31,1220000,Submitted,2026-10-06,ASSET-W-001818,School Classroom,Demo Village 13 Demo User Agency,Yes,2026-09-10,2026-09-03,Not Due,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001818/completion,SYNTHETIC_PROTOTYPE,True
W-001819,2026-08-31,2026-09-05,2488000,Submitted,2026-09-13,ASSET-W-001819,Community Sanitation,Demo Village 14 Demo User Agency,Yes,2026-09-20,2026-09-13,Pending,,None recorded,Compliant,Demo Village 14 Demo Local Body,demo://photos/W-001819/completion,SYNTHETIC_PROTOTYPE,True
W-001820,2026-08-31,2026-09-09,1346000,Submitted,2026-09-26,ASSET-W-001820,Ambulance Shelter,Demo Village 6 Demo User Agency,Yes,2026-09-10,2026-09-27,Completed,2026-12-05,None recorded,Compliant,Demo Village 6 Demo Local Body,demo://photos/W-001820/completion,SYNTHETIC_PROTOTYPE,True
W-001822,2026-08-31,2026-09-02,2081000,Submitted,2026-09-27,ASSET-W-001822,Solar Street Lights,Demo Village 7 Demo User Agency,Yes,2026-09-12,2026-09-09,Completed,2026-12-28,None recorded,Compliant,Demo Village 7 Demo Local Body,demo://photos/W-001822/completion,SYNTHETIC_PROTOTYPE,True
W-001824,2026-08-31,2026-09-01,3769000,Submitted,2026-10-10,ASSET-W-001824,Anganwadi Building,Demo Village 27 Demo User Agency,Yes,2026-09-06,2026-09-29,Completed,2026-11-22,None recorded,Compliant,Demo Village 27 Demo Local Body,demo://photos/W-001824/completion,SYNTHETIC_PROTOTYPE,True
W-001825,2026-08-31,2026-09-06,4150000,Submitted,2026-09-05,ASSET-W-001825,Ambulance Shelter,Demo Village 18 Demo User Agency,Yes,2026-09-08,2026-09-12,Completed,2026-12-16,None recorded,Compliant,Demo Village 18 Demo Local Body,demo://photos/W-001825/completion,SYNTHETIC_PROTOTYPE,True
W-001826,2026-08-31,2026-09-09,959000,Submitted,2026-09-22,ASSET-W-001826,Health Sub-Centre,Demo Village 13 Demo User Agency,Yes,2026-09-11,2026-09-21,Not Due,,None recorded,Compliant,Demo Village 13 Demo Local Body,demo://photos/W-001826/completion,SYNTHETIC_PROTOTYPE,True
