work_id,mp_id,house_type,tenure,state_name,constituency,nodal_district,recommendation_date,recommendation_type,sector,sub_sector,work_description,work_location_state,district,block,village,latitude,longitude,recommended_amount_inr,technical_estimate_amount_inr,sanctioned_amount_inr,sanction_date,sanction_status,implementing_agency_id,expected_start_date,expected_completion_date,actual_start_date,current_status,current_physical_progress_pct,current_expenditure_inr,duplicate_group_reference,source_type,source_reference,synthetic_marker
W-001899,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2023-08-10,Normal MPLADS Work,Community Infrastructure,Public Waiting Hall,"Development of Public Waiting Hall at Demo Village 32, Demo Block 8, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 8,Demo Village 32,18.691562,80.065372,1315000,1239000,1275000,2023-08-17,Sanctioned,IA-TS-003,2023-09-10,2024-05-22,2023-10-06,Completed,100.0,1334000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001900,MP-AP-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 4,2023-08-16,Normal MPLADS Work,Sanitation,Solid Waste Shed,"Development of Solid Waste Shed at Demo Village 17, Demo Block 5, Andhra Pradesh Demo District 2",Andhra Pradesh,Andhra Pradesh Demo District 2,Demo Block 5,Demo Village 17,16.635575,80.294825,2636000,2843000,2883000,2023-10-01,Sanctioned,IA-AP-005,2023-11-01,2024-09-18,2023-11-23,Completed,100.0,3014000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001901,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2025-10-02,Normal MPLADS Work,Health,Ambulance Shelter,"Development of Ambulance Shelter at Demo Village 16, Demo Block 1, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 1,Demo Village 16,20.141604,84.35973,1685000,1640000,1635000,2025-10-17,Sanctioned,IA-OD-005,2025-12-01,2026-11-03,2025-12-08,Ongoing,91.2,1439000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001902,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2024-03-10,Normal MPLADS Work,Roads & Bridges,CC Road,"Development of CC Road at Demo Village 1, Demo Block 8, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 8,Demo Village 1,20.771667,85.51466,1424000,1424000,1400000,2024-04-09,Sanctioned,IA-OD-001,2024-04-22,2025-02-02,2024-05-25,Completed,100.0,1264000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001903,MP-KA-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,2025-04-03,Normal MPLADS Work,Roads & Bridges,Rural Road,"Development of Rural Road at Demo Village 33, Demo Block 1, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 1,Demo Village 33,15.367373,76.999513,2971000,2854000,2883000,2025-05-03,Sanctioned,IA-KA-006,2025-06-05,2026-03-20,2025-06-14,Completed,100.0,3027000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001904,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2026-04-13,Normal MPLADS Work,Renewable Energy,Solar Water System,"Development of Solar Water System at Demo Village 20, Demo Block 7, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 7,Demo Village 20,17.46678,79.294186,2255000,2139000,2079000,2026-04-23,Sanctioned,IA-TS-001,2026-05-10,2026-12-31,2026-05-05,Ongoing,45.3,941000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001905,MP-KA-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Rajya Sabha Seat,Karnataka Demo District 2,2024-01-18,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 7, Demo Block 5, Karnataka Demo District 3",Karnataka,Karnataka Demo District 3,Demo Block 5,Demo Village 7,15.404749,75.972285,574000,602000,588000,2024-03-05,Sanctioned,IA-KA-005,2024-03-21,2025-01-03,2024-04-20,Completed,100.0,617000,DUP-030,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001906,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2025-10-08,Normal MPLADS Work,Education,School Toilet,"Development of School Toilet at Demo Village 22, Demo Block 3, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 3,Demo Village 22,18.540207,78.578008,1772000,1831000,1850000,2025-11-23,Sanctioned,IA-TS-002,2025-11-30,2026-10-23,2025-12-25,Ongoing,81.8,1386000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001907,MP-KA-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,2025-01-28,Normal MPLADS Work,Community Infrastructure,Anganwadi Building,"Development of Anganwadi Building at Demo Village 7, Demo Block 5, Karnataka Demo District 3",Karnataka,Karnataka Demo District 3,Demo Block 5,Demo Village 7,15.533505,76.573441,2919000,2998000,3011000,2025-02-17,Sanctioned,IA-KA-001,2025-04-01,2026-03-23,2025-04-26,Completed,100.0,3185000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001908,MP-TS-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 3,Telangana Demo District 3,2024-04-22,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 31, Demo Block 7, Telangana Demo District 2",Telangana,Telangana Demo District 2,Demo Block 7,Demo Village 31,16.565869,79.105292,1317000,1390000,1361000,2024-05-13,Sanctioned,IA-TS-002,2024-06-06,2025-06-02,2024-07-01,Completed,100.0,1200000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001909,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2024-08-15,Normal MPLADS Work,Roads & Bridges,Rural Road,"Development of Rural Road at Demo Village 16, Demo Block 2, Telangana Demo District 3",Telangana,Telangana Demo District 3,Demo Block 2,Demo Village 16,17.793011,79.436391,1457000,1461000,1451000,2024-09-01,Sanctioned,IA-TS-002,2024-09-10,2025-07-02,2024-09-10,Completed,100.0,1524000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001910,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2026-05-04,Normal MPLADS Work,Health,Public Health Facility,"Development of Public Health Facility at Demo Village 30, Demo Block 5, Telangana Demo District 3",Telangana,Telangana Demo District 3,Demo Block 5,Demo Village 30,18.682959,78.67422,2643000,2721000,2796000,2026-05-28,Sanctioned,IA-TS-004,2026-06-29,2027-01-06,2026-07-17,Ongoing,38.8,977000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001911,MP-TS-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 4,Telangana Demo District 4,2023-10-05,Normal MPLADS Work,Sports,Sports Equipment Facility,"Development of Sports Equipment Facility at Demo Village 33, Demo Block 6, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 6,Demo Village 33,17.686497,80.645008,2409000,2387000,2373000,2023-10-19,Sanctioned,IA-TS-004,2023-10-29,2024-06-17,2023-10-29,Completed,100.0,2492000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001912,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2023-11-02,Normal MPLADS Work,Education,Library Room,"Development of Library Room at Demo Village 6, Demo Block 6, Odisha Demo District 2",Odisha,Odisha Demo District 2,Demo Block 6,Demo Village 6,20.620068,83.917811,801000,829000,811000,2023-11-15,Sanctioned,IA-OD-001,2023-12-15,2024-07-03,2024-01-16,Completed,100.0,720000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001913,MP-TS-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 2,Telangana Demo District 2,2025-04-27,Normal MPLADS Work,Community Infrastructure,Community Hall,"Development of Community Hall at Demo Village 12, Demo Block 8, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 8,Demo Village 12,17.111852,80.077899,2671000,2767000,2805000,2025-05-14,Sanctioned,IA-TS-001,2025-05-29,2026-02-18,2025-05-27,Completed,100.0,2945000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001914,MP-TS-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 4,Telangana Demo District 4,2025-01-31,Normal MPLADS Work,Education,School Toilet,"Development of School Toilet at Demo Village 27, Demo Block 3, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 3,Demo Village 27,17.52091,79.376883,2461000,2572000,2652000,2025-02-26,Sanctioned,IA-TS-003,2025-04-11,2026-02-22,2025-04-15,Completed,100.0,2615000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001915,MP-TS-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 1,Telangana Demo District 1,2023-12-06,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 31, Demo Block 6, Telangana Demo District 3",Telangana,Telangana Demo District 3,Demo Block 6,Demo Village 31,18.686119,79.491447,1452000,1529000,1518000,2024-01-06,Sanctioned,IA-TS-005,2024-02-05,2025-01-03,2024-03-04,Completed,100.0,1379000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001916,MP-RJ-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 2,Rajasthan Demo District 2,2025-11-02,Normal MPLADS Work,Community Infrastructure,Anganwadi Building,"Development of Anganwadi Building at Demo Village 13, Demo Block 1, Rajasthan Demo District 3",Rajasthan,Rajasthan Demo District 3,Demo Block 1,Demo Village 13,25.768142,75.06539,1957000,2110000,2096000,2025-12-11,Sanctioned,IA-RJ-006,2026-01-09,2026-10-18,2026-02-10,Ongoing,65.9,1343000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001917,MP-OD-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 5,Odisha Demo District 1,2024-06-12,Normal MPLADS Work,Education,Library Room,"Development of Library Room at Demo Village 27, Demo Block 3, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 3,Demo Village 27,20.125229,84.020096,2146000,2234000,3000000,2024-07-11,Sanctioned,IA-OD-002,2024-08-18,2025-08-18,2024-09-14,Completed,100.0,2758000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001918,MP-RJ-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 4,Rajasthan Demo District 4,2024-08-10,Normal MPLADS Work,Drinking Water,Water Tank,"Development of Water Tank at Demo Village 31, Demo Block 4, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 4,Demo Village 31,27.289286,75.452097,822000,831000,1132000,2024-09-20,Sanctioned,IA-RJ-006,2024-10-15,2025-06-30,2024-10-31,Completed,100.0,1035000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001919,MP-KA-001,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 1,Karnataka Demo District 1,2023-12-20,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 12, Demo Block 8, Karnataka Demo District 4",Karnataka,Karnataka Demo District 4,Demo Block 8,Demo Village 12,14.374703,75.826822,2061000,2060000,2121000,2023-12-29,Sanctioned,IA-KA-006,2024-01-28,2024-10-04,2024-02-29,Completed,100.0,2159000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001920,MP-KA-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,2025-07-26,Normal MPLADS Work,Sanitation,Community Sanitation,"Development of Community Sanitation at Demo Village 24, Demo Block 6, Karnataka Demo District 4",Karnataka,Karnataka Demo District 4,Demo Block 6,Demo Village 24,15.336962,75.916468,1400000,1492000,1476000,2025-08-22,Sanctioned,IA-KA-003,2025-08-31,2026-04-19,2025-09-25,Completed,100.0,1558000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001921,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2025-06-28,Normal MPLADS Work,Drinking Water,Borewell,"Development of Borewell at Demo Village 6, Demo Block 8, Andhra Pradesh Demo District 3",Andhra Pradesh,Andhra Pradesh Demo District 3,Demo Block 8,Demo Village 6,16.162717,81.000167,1003000,956000,927000,2025-07-22,Sanctioned,IA-AP-002,2025-08-14,2026-05-05,2025-09-14,Completed,100.0,978000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001922,MP-RJ-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,2024-06-10,Normal MPLADS Work,Renewable Energy,Solar Public Facility,"Development of Solar Public Facility at Demo Village 24, Demo Block 2, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 2,Demo Village 24,26.88633,74.610608,2042000,2141000,0,,Rejected,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001923,MP-OD-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 4,Odisha Demo District 4,2023-06-13,Normal MPLADS Work,Health,Ambulance Shelter,"Development of Ambulance Shelter at Demo Village 12, Demo Block 2, Odisha Demo District 1",Odisha,Odisha Demo District 1,Demo Block 2,Demo Village 12,19.661585,85.494183,1786000,1816000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001924,MP-OD-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Rajya Sabha Seat,Odisha Demo District 2,2024-05-10,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 12, Demo Block 4, Odisha Demo District 3",Odisha,Odisha Demo District 3,Demo Block 4,Demo Village 12,20.863507,83.620478,2521000,2581000,2526000,2024-06-28,Sanctioned,IA-OD-005,2024-07-10,2025-05-17,2024-08-06,Completed,100.0,2544000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001925,MP-MH-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 5,Maharashtra Demo District 1,2025-05-13,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 20, Demo Block 8, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 8,Demo Village 20,19.189601,76.728654,1220000,1273000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001926,MP-KA-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 2,Karnataka Demo District 2,2023-06-19,Normal MPLADS Work,Drinking Water,Pipeline Extension,"Development of Pipeline Extension at Demo Village 27, Demo Block 5, Karnataka Demo District 2",Karnataka,Karnataka Demo District 2,Demo Block 5,Demo Village 27,15.770178,77.460412,1150000,1163000,1170000,2023-07-14,Sanctioned,IA-KA-005,2023-08-01,2024-03-04,2023-08-16,Completed,100.0,1261000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001927,MP-MH-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Demo Constituency 3,Maharashtra Demo District 3,2025-06-22,Normal MPLADS Work,Health,Health Sub-Centre,"Development of Health Sub-Centre at Demo Village 13, Demo Block 5, Maharashtra Demo District 2",Maharashtra,Maharashtra Demo District 2,Demo Block 5,Demo Village 13,18.515855,75.513747,1439000,1427000,1405000,2025-08-07,Sanctioned,IA-MH-003,2025-09-04,2026-07-06,2025-09-06,Completed,100.0,1475000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001928,MP-OD-002,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Odisha,Odisha Demo Constituency 2,Odisha Demo District 2,2026-05-24,Normal MPLADS Work,Sports,Indoor Sports Hall,"Development of Indoor Sports Hall at Demo Village 4, Demo Block 4, Odisha Demo District 4",Odisha,Odisha Demo District 4,Demo Block 4,Demo Village 4,21.50291,83.214606,1177000,1148000,1141000,2026-07-03,Sanctioned,IA-OD-005,2026-07-25,2027-05-16,2026-08-06,Ongoing,8.0,93000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001929,MP-TS-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 2,2024-05-23,Normal MPLADS Work,Drinking Water,Borewell,"Development of Borewell at Demo Village 24, Demo Block 1, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 1,Demo Village 24,16.886214,78.957208,2649000,2631000,2660000,2024-06-04,Sanctioned,IA-TS-006,2024-06-23,2025-05-03,2024-07-04,Completed,100.0,2527000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001930,MP-RJ-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 5,Rajasthan Demo District 1,2025-12-30,Normal MPLADS Work,Renewable Energy,Solar Community Lighting,"Development of Solar Community Lighting at Demo Village 19, Demo Block 1, Rajasthan Demo District 3",Rajasthan,Rajasthan Demo District 3,Demo Block 1,Demo Village 19,27.240051,73.537837,2107000,2178000,2162000,2026-01-19,Sanctioned,IA-RJ-002,2026-01-28,2027-01-06,2026-02-28,Ongoing,58.7,1110000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001931,MP-KA-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,2026-03-31,Normal MPLADS Work,Sports,Sports Equipment Facility,"Development of Sports Equipment Facility at Demo Village 25, Demo Block 1, Karnataka Demo District 3",Karnataka,Karnataka Demo District 3,Demo Block 1,Demo Village 25,14.703276,77.2735,2549000,2489000,2480000,2026-05-05,Sanctioned,IA-KA-004,2026-05-31,2026-12-25,2026-06-22,Ongoing,27.3,691000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001932,MP-RJ-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Rajasthan,Rajasthan Demo Constituency 3,Rajasthan Demo District 3,2023-07-17,Normal MPLADS Work,Sanitation,Solid Waste Shed,"Development of Solid Waste Shed at Demo Village 35, Demo Block 8, Rajasthan Demo District 2",Rajasthan,Rajasthan Demo District 2,Demo Block 8,Demo Village 35,26.631323,75.129234,2703000,2695000,2764000,2023-08-13,Sanctioned,IA-RJ-004,2023-08-27,2024-03-25,2023-09-09,Completed,100.0,2780000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001933,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2024-12-30,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 2, Demo Block 2, Andhra Pradesh Demo District 4",Andhra Pradesh,Andhra Pradesh Demo District 4,Demo Block 2,Demo Village 2,15.884879,80.887219,882000,884000,907000,2025-01-20,Sanctioned,IA-AP-003,2025-01-31,2025-11-25,2025-02-05,Completed,100.0,832000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001934,MP-TS-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Demo Constituency 5,Telangana Demo District 1,2024-08-04,Normal MPLADS Work,Sanitation,Community Sanitation,"Development of Community Sanitation at Demo Village 16, Demo Block 2, Telangana Demo District 1",Telangana,Telangana Demo District 1,Demo Block 2,Demo Village 16,17.501655,79.822876,2533000,2622000,2667000,2024-08-16,Sanctioned,IA-TS-005,2024-08-23,2025-04-01,2024-09-08,Completed,100.0,2702000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001935,MP-AP-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 5,Andhra Pradesh Demo District 1,2024-04-23,Normal MPLADS Work,Community Infrastructure,Public Waiting Hall,"Development of Public Waiting Hall at Demo Village 34, Demo Block 7, Andhra Pradesh Demo District 1",Andhra Pradesh,Andhra Pradesh Demo District 1,Demo Block 7,Demo Village 34,16.716932,81.173311,839000,812000,802000,2024-05-15,Sanctioned,IA-AP-003,2024-06-07,2025-02-25,2024-07-01,Completed,100.0,819000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001936,MP-AP-004,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 4,Andhra Pradesh Demo District 4,2025-07-18,Normal MPLADS Work,Renewable Energy,Solar Street Lights,"Development of Solar Street Lights at Demo Village 21, Demo Block 8, Andhra Pradesh Demo District 4",Andhra Pradesh,Andhra Pradesh Demo District 4,Demo Block 8,Demo Village 21,16.32118,79.803132,2253000,2257000,2287000,2025-08-28,Sanctioned,IA-AP-003,2025-09-18,2026-07-12,2025-10-22,Completed,100.0,2430000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001937,MP-KA-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 5,Karnataka Demo District 1,2023-09-07,Normal MPLADS Work,Sports,Playground Development,"Development of Playground Development at Demo Village 19, Demo Block 4, Karnataka Demo District 1",Karnataka,Karnataka Demo District 1,Demo Block 4,Demo Village 19,15.040391,75.58472,622000,628000,637000,2023-10-19,Sanctioned,IA-KA-002,2023-11-01,2024-05-31,2023-11-27,Completed,100.0,925000,DUP-031,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001938,MP-AP-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Rajya Sabha Seat,Andhra Pradesh Demo District 2,2025-04-23,Normal MPLADS Work,Roads & Bridges,Approach Road,"Development of Approach Road at Demo Village 33, Demo Block 5, Andhra Pradesh Demo District 2",Andhra Pradesh,Andhra Pradesh Demo District 2,Demo Block 5,Demo Village 33,17.231903,80.80074,4408000,4253000,4241000,2025-06-04,Sanctioned,IA-AP-006,2025-07-01,2026-01-27,2025-07-08,Completed,100.0,3745000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001939,MP-TS-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Telangana,Telangana Rajya Sabha Seat,Telangana Demo District 2,2023-07-28,Normal MPLADS Work,Health,PHC Equipment Room,"Development of PHC Equipment Room at Demo Village 27, Demo Block 2, Telangana Demo District 4",Telangana,Telangana Demo District 4,Demo Block 2,Demo Village 27,18.28355,80.231038,1614000,1718000,0,,Pending,,,,,Not Applicable,0.0,0,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001940,MP-AP-005,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Andhra Pradesh,Andhra Pradesh Demo Constituency 5,Andhra Pradesh Demo District 1,2024-07-16,Normal MPLADS Work,Sanitation,Public Toilet,"Development of Public Toilet at Demo Village 3, Demo Block 2, Andhra Pradesh Demo District 3",Andhra Pradesh,Andhra Pradesh Demo District 3,Demo Block 2,Demo Village 3,15.947911,81.547547,2633000,2602000,2633000,2024-08-02,Sanctioned,IA-AP-005,2024-08-11,2025-03-12,2024-08-06,Ongoing,94.7,2139000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001941,MP-MH-006,Rajya Sabha,18th Lok Sabha / Current Demo Tenure,Maharashtra,Maharashtra Rajya Sabha Seat,Maharashtra Demo District 2,2026-02-16,Normal MPLADS Work,Education,Library Room,"Development of Library Room at Demo Village 6, Demo Block 7, Maharashtra Demo District 3",Maharashtra,Maharashtra Demo District 3,Demo Block 7,Demo Village 6,18.546451,74.708014,1435000,1401000,1411000,2026-03-28,Sanctioned,IA-MH-003,2026-04-15,2027-02-01,2026-04-19,Ongoing,49.5,618000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
W-001942,MP-KA-003,Lok Sabha,18th Lok Sabha / Current Demo Tenure,Karnataka,Karnataka Demo Constituency 3,Karnataka Demo District 3,2024-08-03,Normal MPLADS Work,Community Infrastructure,Bus Shelter,"Development of Bus Shelter at Demo Village 27, Demo Block 5, Karnataka Demo District 2",Karnataka,Karnataka Demo District 2,Demo Block 5,Demo Village 27,15.37829,76.840392,1543000,1659000,1708000,2024-09-15,Sanctioned,IA-KA-004,2024-09-23,2025-05-20,2024-10-03,Completed,100.0,1527000,,SYNTHETIC_PROTOTYPE,Schema modeled on SIH26102 requirements + public MPLADS/eSAKSHI workflow,True
